697,o
546,a
534,que
518,de
473,e
243,n
198,um
195,se
161,do
135,com
133,da
132,uma
125,era
122,eu
110,os
110,me
102,ella
96,em
95,tinha
95,por
95,d
93,pra
93,as
89,s
84,na
83,no
80,mais
75,mas
71,lhe
63,senhor
63,como
61,quando
55,muito
54,j
53,barbosa
51,p
50,ao
48,at
48,ainda
46,foi
46,elle
45,r
45,m
44,ter
44,meu
43,t
43,depois
42,estava
41,f
40,es
39,nem
38,tambem
37,pr
37,porque
37,dos
36,todos
34,minha
34,das
32,ou
32,mesmo
30,sse
30,c
28,l
27,aquella
26,ser
26,esta
25,todas
25,disse
25,bem
24,toda
24,sem
23,outro
22,v
22,onde
22,co
21,vez
21,senhora
21,mim
21,ela
21,cima
21,chaves
20,sua
20,sobre
20,dia
20,cama
20,cabe
19,porta
19,este
19,eram
19,come
18,outra
18,olhos
18,noite
18,nas
18,grande
18,dentro
18,ar
18,amigo
17,tudo
16,tive
16,tinham
16,nunca
16,nada
16,ia
16,dizer
15,veiu
15,quarto
15,lado
15,ir
15,havia
15,dois
14,ra
14,prego
14,causa
14,aquelle
13,tivesse
13,sido
13,sempre
13,para
13,nos
13,isto
13,gente
13,dizia
13,apenas
12,seu
12,queria
12,podia
12,la
12,fazer
12,ent
12,dar
12,assim
12,amante
11,verde
11,talvez
11,tal
11,sintra
11,mundo
11,ha
11,barbeiro
10,vida
10,sinos
10,sabia
10,proprio
10,pouco
10,outros
10,meio
10,manh
10,justamente
10,isso
10,filha
10,deu
10,chapeu
10,cara
10,baixo
10,apesar
10,aos
10,agora
9,tendo
9,tem
9,te
9,quiz
9,perto
9,pelo
9,pela
9,musica
9,mos
9,ma
9,luz
9,logo
9,lo
9,jantar
9,fazia
9,ex
9,esse
9,corneville
9,coisa
9,cada
9,andar
8,todo
8,sentia
8,sabe
8,repente
8,raz
8,quem
8,quanto
8,qualquer
8,propria
8,parecia
8,ninguem
8,mundos
8,mal
8,jos
8,is
8,esposa
8,escada
8,entre
8,deus
8,desde
8,chave
8,b
8,alice
8,achava
7,ta
7,sim
7,silencio
7,res
7,quasi
7,primo
7,perguntou
7,muita
7,meia
7,houve
7,gostava
7,gallego
7,frio
7,fim
7,fez
7,feito
7,estavam
7,estar
7,engomadeira
7,dormir
7,certeza
7,caf
7,bra
7,arte
7,alli
7,ahi
7,ah
6,vinha
6,vezes
6,verdade
6,vem
6,unica
6,tido
6,teve
6,tempo
6,tardes
6,tarde
6,seus
6,sei
6,saber
6,querer
6,qu
6,primeira
6,pedir
6,patr
6,outras
6,nome
6,muitos
6,menos
6,melhor
6,maneira
6,impress
6,g
6,fui
6,ficou
6,ficado
6,felizmente
6,duas
6,dona
6,dito
6,correr
6,casa
6,carta
6,barba
6,azul
6,aram
6,antes
6,altura
5,voltou
5,via
5,ver
5,varina
5,umas
5,trinta
5,teria
5,tenho
5,tas
5,sol
5,sitio
5,sebasti
5,scriptum
5,quer
5,post
5,portugal
5,poeta
5,poderia
5,pedia
5,paris
5,pareceu
5,pae
5,ora
5,nota
5,mulheres
5,mulher
5,mil
5,mesma
5,marido
5,maior
5,longe
5,loira
5,livro
5,lisboa
5,le
5,kermesse
5,janella
5,independente
5,immediatamente
5,ido
5,historia
5,guarda
5,garrafa
5,ferro
5,feira
5,estado
5,est
5,esp
5,escrever
5,escola
5,entrou
5,emquanto
5,emfim
5,electricos
5,direito
5,dinheiro
5,debaixo
5,deante
5,dava
5,creado
5,cosinheira
5,contrario
5,coisas
5,cinco
5,chegou
5,ch
5,camisa
5,cal
5,cair
5,boas
5,boa
5,avental
5,alto
5,almo
5,almada
5,allem
5,ado
5,absolutamente
5,abri
4,z
4,voltei
4,volta
4,viva
4,vir
4,vestidos
4,ventre
4,varinas
4,ultimas
4,ultima
4,tres
4,tos
4,tivessem
4,tio
4,tinta
4,tempos
4,tanta
4,sumida
4,subir
4,signal
4,sequer
4,sentei
4,seja
4,seguinte
4,salsa
4,saia
4,rua
4,resto
4,resolvido
4,quizesse
4,qual
4,quadrado
4,pouca
4,portanto
4,pois
4,pintor
4,pess
4,pap
4,ouvir
4,ouvia
4,nosso
4,nenhuma
4,negreiros
4,morte
4,molho
4,moinho
4,ministro
4,meza
4,metteu
4,mendicidade
4,marquez
4,lho
4,lembrou
4,lembrava
4,las
4,labios
4,junto
4,janellas
4,infelicidade
4,immensa
4,ideia
4,humana
4,horas
4,homem
4,hoje
4,haver
4,germanophilo
4,gato
4,fechar
4,fallar
4,facto
4,existe
4,estas
4,essa
4,esquecido
4,escuro
4,escuras
4,engommadoria
4,electrico
4,effectivamente
4,dias
4,devia
4,descal
4,deixou
4,deixar
4,deixado
4,condiscipulo
4,condi
4,comprar
4,cintura
4,chorar
4,chic
4,champagne
4,chamar
4,cautella
4,can
4,caixa
4,ca
4,bom
4,bello
4,bailado
4,avenida
4,atos
4,asylo
4,aquillo
4,aquelles
4,agua
4,afinal
4,acaso
3,vulgar
3,voz
3,vontade
3,voltando
3,vivas
3,viuva
3,visto
3,vira
3,vigilancia
3,vela
3,usava
3,uns
3,trovoada
3,triste
3,trazia
3,traz
3,tragedia
3,torre
3,tomar
3,tirou
3,tiro
3,tes
3,terra
3,terk
3,tedio
3,subia
3,sta
3,sou
3,sorte
3,sorriso
3,sonia
3,sinho
3,si
3,sete
3,seria
3,sentada
3,sendo
3,sen
3,segundo
3,segunda
3,sala
3,revisor
3,retrato
3,resposta
3,responder
3,republica
3,remorsos
3,remedio
3,relogio
3,rela
3,ram
3,quest
3,queixo
3,quatro
3,proposito
3,procurar
3,prior
3,principio
3,primeiro
3,preguntar
3,pregos
3,preciso
3,posto
3,porqu
3,politica
3,policia
3,poder
3,plo
3,pintados
3,pinh
3,perguntar
3,pequenas
3,pensava
3,pensando
3,pens
3,pena
3,pelos
3,pedro
3,pediu
3,peda
3,passavam
3,parva
3,parte
3,parecer
3,papel
3,pagina
3,pacheko
3,ouvido
3,ouvi
3,observar
3,obra
3,novo
3,nossa
3,negra
3,namorava
3,molhos
3,missa
3,mineral
3,metaes
3,mestre
3,merendas
3,medo
3,maiores
3,lunch
3,longue
3,li
3,levantou
3,len
3,lagrimas
3,juntos
3,jornal
3,jo
3,janeiro
3,iria
3,instante
3,illuminado
3,iam
3,houvesse
3,hora
3,hombro
3,gravata
3,gentil
3,gav
3,gar
3,futurista
3,fosse
3,fortemente
3,foram
3,fomento
3,ficar
3,fechado
3,faziam
3,fatal
3,extraordinario
3,express
3,etc
3,estrada
3,estou
3,esteve
3,estephania
3,esses
3,esquina
3,esquerda
3,espirito
3,espera
3,esmeralda
3,escripto
3,ergueu
3,entretanto
3,entornou
3,engommadeira
3,encontrado
3,elles
3,duzia
3,dumas
3,differentes
3,differente
3,depressa
3,delaunay
3,deitado
3,degraus
3,dan
3,curiosidade
3,cuja
3,cruz
3,crescendo
3,cora
3,contar
3,conta
3,conhecia
3,comtudo
3,commiss
3,commandante
3,coitado
3,christo
3,cheguei
3,chaise
3,certa
3,caso
3,caro
3,careca
3,campolide
3,botas
3,bosque
3,bonita
3,bocca
3,bestial
3,baixinho
3,arroz
3,aqui
3,aquellas
3,annos
3,anno
3,andava
3,ancas
3,algum
3,algarve
3,alegria
3,al
3,agosto
3,adeante
3,achou
3,achei
3,accordei
3,acabava
3,absoluto
2,xa
2,x
2,wagner
2,voltar
2,voca
2,vizeu
2,viver
2,vive
2,viu
2,virando
2,violentamente
2,vintens
2,vinham
2,vidas
2,viagem
2,vi
2,vestir
2,vergonha
2,verdun
2,velhinhos
2,varios
2,vamos
2,vae
2,usa
2,unico
2,ultimamente
2,tunel
2,tro
2,tristeza
2,triangulo
2,trazer
2,trabalho
2,tost
2,titular
2,tirado
2,timbres
2,theatro
2,thalassa
2,testa
2,temos
2,tantos
2,tanto
2,tamanhos
2,tabacaria
2,syph
